,Term,Label,doc_present,rdf_present,Definition
6591,duty status determination,,True,False,"These definitions are for mishap reporting purposes only and have no  relation to compensability or line-of-duty determination:     on-dutyDoD personnel are on-duty when:      Physically present at any location where they are to perform their officially assigned  workOfficially assigned work includes organization-sponsored events an employee is  permitted to attend, regardless of locationThis includes those activities incident to normal work  activities that occur on DoD installations, such as lunch, coffee, or rest breaks, and all activities  aboard military vesselsBeing transported by DoD or commercial conveyance to perform officially assigned  work(This includes travel in PMVs or commercial conveyances while performing official duty,  but not routine travel to and from work)      On temporary duty or temporary additional dutyPersonnel on assignment away from  the regular place of employment are covered 24 hours a day for any injury that results from  activities essential or incidental to the temporary assignmentHowever, when personnel deviate  from the normal incidents of the trip and become involved in activities, personal or otherwise,  that are not reasonably incidental to the duties of the temporary assignment contemplated by the  employer, the person ceases to be considered on-duty for investigation and reporting purposes of  occupational injuries or illnesses"
6592,endorsement,,True,False,"Submitting a proposed addition, deletion, or modification to the causal factors or  recommendations in an investigation"
6593,fire,,True,False,"A rapid oxidation process, which is a chemical reaction resulting in the evolution of light  and heat in varying intensities"
6594,fire investigation,,True,False,"The process of determining the origin, cause, and development of a fire or  explosion"
6595,first aid,,True,False,Defined in section 19047(b)(5)(ii) of Reference (h)
6596,friendly fire,,True,False,"A circumstance in which authorized members of USor friendly military forces,  USor friendly official government employees, USDoD or friendly nation contractor  personnel, and nongovernmental organizations or private volunteer organizations, who, while  accompanying or operating with the USArmed Forces, are mistakenly or accidentally killed or  wounded in action by USor friendly forces actively engaged with an enemy or who are  directing fire at a hostile force or what is thought to be a hostile forceThis also includes   ""incidents that result in only damage or destruction of USor friendly nation's military property "",mistakenly or accidentally damaged in action by USor friendly forces actively engaged with an  enemy, or who are directing fire at a hostile force or what is thought to be a hostile forceGMVDefined in DoDI 605504 (Reference (al))"
6597,ground mishap,,True,False,"A DoD mishap that occurs on land, involves DoD activities, and results in  occupational illness to DoD personnel, injury to DoD military personnel on- or off-duty, injury  to on-duty civilian personnel or DoD-supervised contractor employees, damage to DoD property,  and damage to private property or injury or illness to non-DoD personnel caused by DoD  activities, but does not involve damages to DoD aircraft, missiles, explosives, chemical agents,  motor vehicles, space systems and support equipment, or nuclear weapons or reactors"
6599,illness or disease,,True,False,"A non-traumatic physiological harm or loss of capacity produced by systemic  continued or repeated stress or strain, exposure to toxins, poisons, fumes, etc, or other continued  and repeated exposures to conditions of the environment over a long period of timeFor  practical purposes, an occupational illness or disease is any reported condition that does not meet  the definition of injury"
6600,injury,,True,False,Defined in Reference (aj)
6601,intent for flight,,True,False,"Intent for flight is considered to exist when aircraft brakes are released or  takeoff power is applied for commencing an authorized flightFor catapult-assisted takeoffs,  flight begins at first motion of the catapult after the pilot has indicated readiness for launchIntent for flight continues until either the fixed-wing aircraft taxies clear of the runway or, for  helicopters or vertical takeoff and landing aircraft, the aircraft has alighted and the aircraft  weight is wholly supported by the landing gear"
6602,lost-time case,,True,False,"A nonfatal traumatic injury that causes any loss of time from work beyond the  day or shift it occurred, or a nonfatal, non-traumatic illness or disease that causes disability at  any time"
6603,military personnel,,True,False,"All USmilitary personnel, including members of the Army, Navy, Air  Force, and Marine Corps Reserves, the Army National Guard of the United States, and the Air  National Guard of the United States, on active duty or inactive duty for training under the  provisions of, USCor title 32, USC(References (am) and (an)); cadets of the United States  Military Academy and the United States Air Force Academy; midshipmen of the United States  Naval Academy; Reserve Officer Training Corps cadets when engaged in directed training  activities; and foreign national military personnel assigned to the DoD Components"
6604,motor vehicle,,True,False,Defined in Reference (al)
6605,motor vehicle mishap,,True,False,A DoD mishap involving the operation of a motor vehiclemultiple DoD Component mishapA single DoD mishap involving two or more DoD  Components in which one or more DoD Components experience reportable injuries or damages
6606,near miss,,True,False,"An undesired event that, under slightly different circumstances, would have resulted  in personal harm, property damage, or an undesired loss of resourcesChange 1, 08/31/2018  GLOSSARY 50     no lost-time caseA nonfatal injury or illness or disease that does not meet the definition of a  lost-time case (usually created by a compensation claim for medical expense) or first-aid case"
6607,observation or diagnostic care,,True,False,"Inpatient hospitalization or restriction from assigned work  activities for observation or diagnosis provided no treatment or medication is given for the  suspected injury or occupational illness, and a competent medical authority determines the  individual could have returned to his or her normal job without impairment or disability, or  where an individual is temporarily restricted from regularly assigned duties to prevent exceeding  time-weighted exposure limitsThis care does not create a lost-time case, no lost-time case,  or first-aid case"
6608,off-duty military mishap,,True,False,A DoD mishap that results in a fatality or 1 or more lost workdays to  off-duty DoD military personnel whether or not on a DoD installation
6609,party,,True,False,"Defined in subpart 83111 of title 49, CFR (Reference (ao))"
6610,party representative,,True,False,"An individual approved by an NTSB investigator-in-charge to participate  in an investigation on behalf of a designated partyParty representatives are typically assigned  to one or more investigative groups chaired by NTSB personnel to examine specific aspects of a  mishap (eg, operations, aircraft performance, and maintenance)"
6611,permanent partial disability,,True,False,"An injury or occupational illness that does not result in death or  permanent total disability, but, in the opinion of competent medical authority, results in  permanent impairment through loss of the use of any part of the body with the following  exceptions:  teeth, fingernails, toe nails, tips of fingers or tips of toes without bone involvement,  inguinal hernia, disfigurement, or sprains or strains that do not cause permanent loss of motion"
6612,permanent total disability,,True,False,"Any nonfatal injury or occupational illness that in the opinion of  competent medical authority permanently or totally incapacitates a person to the extent that he or  she cannot follow any gainful occupation and results in a medical discharge or civilian  equivalent(The loss, or the loss of use of both hands, both feet, both eyes, or a combination of  any of those body parts as a result of a single mishap shall be considered as a permanent total  disability"
6613,)    point of origin,,True,False,The exact physical location where a heat source and a fuel come in contact with  each other and a fire begins
6614,privilege,,True,False,A common law doctrine or statutory rule of evidence that protects certain  communications and products from being used as evidence in court or otherwise released
6615,privileged safety information,,True,False,"Information that is reflective of a deliberative process in the  safety investigation or given to a safety investigator pursuant to a promise of confidentiality,  which the safety privilege protects from being released outside safety channels or from being      Change 1, 08/31/2018  GLOSSARY 51   used for any purpose except mishap preventionIt includes products such as draft and final  findings, evaluations, opinions, preliminary discussions, conclusions, mishap causes,  recommendations, analyses, and other material that would reveal the deliberations of safety  investigators, including reviews and endorsementsIt also includes information given to a safety  investigator pursuant to a promise of confidentiality and any information derived from that  information or direct or indirect references to that information"
6616,property damage,,True,False,"Damage to facilities, equipment, property, or materielIf the incident meets  mishap reporting criteria, then the cost of environmental restoration shall also be included in  property damage costs"
6617,recordable injury or illness,,True,False,"For civilian personnel, an occupational injury or illness meeting the  recording requirements of part 1904 of Reference (h)For military personnel, an on-duty injury  or occupational illness meeting the recording requirements of part 1904 of Reference (h) or an  off-duty injury resulting in death or 1 or more days away from work"
6618,safety privilege,,True,False,The term the DoD uses to describe privileges recognized by the courts that  protect safety information from releaseIt is an executive privilege afforded a head of an agency  to protect information from release that would hamper the efficient operation of an important  Government program and perhaps impair the national defense or security
6619,sanitized information,,True,False,"Safety investigation information where, after following the procedures of  Enclosure 5, privileged safety information and the identity of a mishap are not revealed"
6620,space mishap,,True,False,A DoD mishap involving a space system or unique space support equipment
6621,space system,,True,False,"A military unique system consisting of any system used for space operations or  supportSpace system is a generic term used to encompass all ground, space, and link segment  systems and their componentsThis includes space vehicles, unique space support equipment,  and space command and control systems"
6622,space vehicle,,True,False,"A military unique system consisting of any vehicle designed to orbit the earth or  travel beyond its atmosphere or a system designed to lift such a vehicle into orbit or travel  beyond the atmosphereExamples of space vehicles include boosters (launch vehicles),  spacecraft (satellites, orbiters, payloads) and reusable spacecraftIntercontinental ballistic  missiles are not considered space vehicles"
6623,system related,,True,False,"Pertaining to a particular integrated composite of people, products, and processes  that provide a capability to satisfy a stated need or objective"
6624,time line,,True,False,"Documented and graphical representation of the events in a mishap investigation  displayed in chronological order of how the incident occurredUASThe UAS, whose components include unmanned aerial vehicles (UAVs), is defined by  five groups:      Change 1, 08/31/2018  GLOSSARY 52     Group 1Has maximum gross takeoff weight of 1-20 pounds, operates normally at less than   1,200 feet above ground level (AGL) and at a speed of less than 100 knots indicated airspeed  (KIAS)Group 2Has maximum gross takeoff weight of 21-55 pounds, operates normally at less  than 3,500 feet AGL and at a speed of less than 250 KIASGroup 3Has maximum gross takeoff weight less than 1,320 pounds, operates normally at  less than 18,000 feet AGL and at a speed of less than 250 KIASGroup 4Typically weighs more than 1,320 pounds and normally operates below 18,000 feet   mean sea level (MSL) at any speedGroup 5Typically weighs more than 1,320 pounds and normally operates higher than   18,000 feet MSL at any speedUAVAll unmanned weight-carrying devices supported in flight by buoyancy or dynamic action  and are owned or leased by the DoD Components, to include aerostat balloons, that are:     Operated and exclusively controlled or directed by a DoD ComponentFurnished by the Government or on bailment to a non-DoD organization for modification,  maintenance, repair, test, contract training, or experimental project for a DoD Component, when  the Government has assumed ground and flight riskUAV/UAS mishapA DoD mishap involving a UAV/UAS, but not involving a manned DoD  aircraftUnlike a manned DoD aircraft, a destroyed UAV/UAS is not a Class A mishap unless  the event meets the cost or injury Class A threshold"
6625,unmanned aircraft,,True,False,Defined in Reference (aj)
6626,volunteer workers,,True,False,See section 8101(1)(B) of Reference (ab)
6627,weapon mishap,,True,False,"A DoD mishap involving explosives, small arms, guided missiles, chemical  agents, or directed energy\tINSTRUCTION \tENCLOSURE 9:  DoD COMPONENT REQUIREMENTS FOR SAFETY INVESTIGATION REPORTS 41 \tSAFETY INVESTIGATION REPORTS 41 \tSERIOUS EXPLOSIVES AND CHEMICAL AGENT MISHAPS 41 \tMISHAPS INVOLVING CIVILIANS 41 \tENCLOSURE 10:  DoD COMPONENT INFORMATION CROSS-FEED \tREQUIREMENTS 42 \tENCLOSURE 11:  DoD COMPONENT RECORD-KEEPING REQUIREMENTS 43 \tSAFETY INVESTIGATION RECORDS 43 \tINJURY AND ILLNESS LOG 43 \tRETENTION OF RECORDS 43 \tINVESTIGATING FRIENDLY FIRE INCIDENTS \tINVESTIGATIONS \t1LEGAL INVESTIGATIONS \taPurposeInquire into all the facts and circumstances surrounding mishaps as well as to obtain and preserve all available evidence for use in litigation, claims, disciplinary action, adverse administrative action, and for public disclosure in ac\t(1)  Establish procedures for determining the need for a legal investigation, conducting investigations, and reporting\tStandardizing data across all of the DoD Components provides a common language for all mishaps in the DoDThe use of standard data allows for accurate mishap trending, efficient hazards analysis, and more effective sharing of lessons learned\t1Each mishap shall have at least one mishap category assignedWhen more than one category has been assigned to a mishap, one shall clearly be identified as the principal category\t2Mishap categories may be further divided into subcategories\t3Minimum data shall include the categories and subcategories specified in Tables 1 through 6These are minimum required categories and subcategoriesAdditional categories and subcategories may be added through DUSD(I&E) updates of minimum data\tTable 1Aviation Mishap Category and Subcategories \tTable 2Weapons Mishap Category and Subcategories \tTable 3Space Mishap Category and Subcategories \tTable 4Motor Vehicle Mishap Category and Subcategories \tTable 5Ground Mishap Category and Subcategories \tTable 6Afloat Mishap Category and Subcategories \tFigure 1Confirming Occurrence of a Mishap \tTable 8Exemptions From the Provisions of This Instruction \tFigure 2Assigning a Mishap Class \tTable 9Special Reporting Groups \tTable 10Special Reporting Group Notification Requirements \tTable 11Investigation Requirements \tENCLOSURE 11 \toperational controlDefined in Reference (aj)"
6628,\tparty,,True,False,"Defined in subpart 83111 of title 49, CFR (Reference (ao))"
6629,\tparty representative,,True,False,An individual approved by an NTSB investigator-in-charge to participate in an investigation on behalf of a designated partyParty representatives are typically assigned to one or more investigative groups chaired by NTSB perso
6630,\tpermanent partial disability,,True,False,"An injury or occupational illness that does not result in death or permanent total disability, but, in the opinion of competent medical authority, results in permanent impairment through loss of the use of any part of th"
6631,\tpermanent total disability,,True,False,Any nonfatal injury or occupational illness that in the opinion of competent medical authority permanently or totally incapacitates a person to the extent that he or she cannot follow any gainful occupation and results in
6632,\tpoint of origin,,True,False,The exact physical location where a heat source and a fuel come in contact with each other and a fire begins
6633,\tweapon mishap,,True,False,"A DoD mishap involving explosives, small arms, guided missiles, chemical agents, or directed energy\tMishaps may be reassigned to a different class as more data becomes available'"
6634,potentially hazardous noise,,True,False,"Exposure to steady-state noise having an 8-hour TWA noise level  greater than or equal to 85 dBA, or exposure to impulse or impact noise levels of 140 dBP peak  or greater, regardless of duration"
6635,potentially hazardous noise area,,True,False,"Any area where Service members or civilian employees are  likely to be exposed to noise levels greater than or equal to an 8-hour TWA of 85 dBA, or where  impulse noise levels are greater than or equal to 140 dBP"
6636,pure-tone air conduction,,True,False,"Hearing testing conducted under circumaural, supra-aural, or insert  earphones"
6637,qualified physician,,True,False,A physician specializing in occupational medicine or who has completed  the Council for Accreditation in Occupational Hearing Conservation professional supervisor  training
6638,qualified technician,,True,False,A technician who has successfully completed a DoD-approved hearing  conservation or hearing technician course or a course of training approved by the Council for  Accreditation in Occupational Hearing Conservation supplemented by DOEHRS-HC training
6639,reference audiogram,,True,False,"A baseline audiogram free from auditory fatigue and other transient  otologic pathology, against which future audiograms are comparedService memberA member of the uniformed servicesSTSAn average change of plus or minus 10 dB at 2000, 3000, and 4000 Hz, relative to the  reference audiogram, in either ear, without age correctionsSTS ratesThe number of STSs identified during periodic audiograms for each 100 individuals  tested during the reporting period"
6640,ultrasonic,,True,False,Having a frequency above the human ears range of audibility
6641,acceptable risk,,True,False,"A level of risk associated with a hazard that DoD Components determine is  allowable, and can remain from the standpoint of balancing benefit to the mission against the  potential for accidental losses or harm to personnel, equipment, and mission"
6642,exemption,,True,False,A deviation from mandatory explosives or chemical agent safety requirements  applicable to DoD military and other munitions that are approved for the purpose of long-term  satisfaction of recurring readiness or operational requirements
6643,life cycle,,True,False,"The total phases through which an item passes from the time it is initially designed  and developed until the time it is either consumed in use or disposed of as being excess to all  known materiel requirements (eg, design, RDT&E, manufacturing, transport, storage,  operational planning, use, demilitarization)"
6644,risk diversity,,True,False,"An expression of difference in the impact and possibility of a mishap (incident) in  terms of potential mishap (incident) severity and probability of occurrence, at various times and  placesAn example of low-risk diversity is when similar risks exist horizontally across the  Department of Defense"
6645,risk intelligence,,True,False,"The ability of an individual, team, or organization, through collective  experience, to understand risk drivers and how to mitigate themSecretarial exemptions or certificationsA written authority granted by a Secretary of a Military  Department or an authorized official to deviate from the requirements of explosives safety  standards (Reference (f)) to allow the construction of new PESs or ESs"
6646,physical address,,True,False,The description of an actual location in the form of a National Emergency  Number Association-compliant street address
6647,physical location,,True,False,"Geographic location information, including a physical address, specific  geographic reference (eg, latitude and longitude), or geospatial feature in accordance with DoDI  416514"
6649,recovery,,True,False,Activities that continue beyond the emergency period to restore critical functions and  manage reconstruction
6651,risk-reduction planning,,True,False,"The process of determining options or courses of action to reduce the  risk of loss to assets, installations, or personnel, and thus reduce impact to mission execution"
6652,senior leaders,,True,False,"Installation commanders, senior staff officers, and EM and related functional  area program managers at all organizational levels"
6653,space weather,,True,False,"The conditions and phenomena in space, and specifically in the near-Earth  environment, that may affect space assets or space operationsSpace weather may affect  spacecraft and ground-based systemsSpace weather is influenced by phenomena such as solar  flare activity, ionospheric variability, energetic particle events, and geophysical events"
6655,occupational exposure,,True,False,"Contact with a chemical, biological, or physical hazard occurring in the   workplace as covered by DoDIs 6055"
6656,05 and 6490,,True,False,03
6657,past environmental exposure,,True,False,"An individuals environmental exposure that existed in, or   occurred during, a time before the present"
6658,population at risk,,True,False,The population or a subset of the population that is at risk of experiencing   an event or being exposed to the health threat during a specified period and at a specified   locationqualified OEH personnelDefined in DoDI 605505
6659,significant long-term health risk,,True,False,"A condition with the potential for health impact or illness to  a population or individual as a result of an exposure above established health-based criteria, or a   reported illness associated with exposure to a hazard"
6660,caregiving personnel,,True,False,Civilian employees of a CDP who are directly involved with the care and  supervision of children and are counted in the staff to child ratiosCDPChild care services for children of DoD personnel from birth through 12 years of ageCDP employeeA civilian employed by the DoD to work in a DoD CDP (regardless of whether  the employee is paid from APF or NAF)
6661,child(ren),,True,False,"A person under 18 years of age for whom a parent, guardian, or foster parent, is  legally responsible"
6662,child care fees,,True,False,NAF derived from fees paid by Military members and other authorized users of  child care services provided at a military CDC or other DoD-approved facility-based CDPAlso  referred to as user fees or parent fees
6663,child care hour,,True,False,"1 hour of care provided to one childIf a provider cares for six children for 10  hours, that is the equivalent of 60 child care hours"
6664,combat related wounded warrior,,True,False,"A term referring to the entire population of wounded, ill and  injured Service members and veterans who have incurred a wound, illness, or injury for which  the member was awarded the Purple Heart or whose wound, illness, or injury was incurred as a  direct result of armed conflict or while engaged in hazardous service or in the performance of  duty under conditions simulating war, or through an instrumentality of war"
6665,direct care personnel,,True,False,"Staff members whose main responsibility focuses on providing care to  children and youth60   DoD CDP Employee Wage PlanThe wage plan that uses a NAF pay banding system to provide  direct service personnel with rates of pay substantially equivalent to other employees at the  installation with similar training, seniority, and experiencePay increases and promotions are  tied to completion of trainingCompletion of training is a condition of employmentThis wage  plan does not apply to CDPs constructed and operated by contractors under DoDI 101515  (Reference (x))DoD Certification to OperateCertification issued to each DoD CDP after the program has been  inspected by a representative(s) of the DoD Component or a major command, and found to be in  compliance with DoD standards in Enclosure 3, sections 1, 7 through 10, 13 and 14DoD Child Abuse and Safety HotlineA hotline (found at DoDs Military Homefront website)  required by section 1794 of Reference (f) that enables parents and visitors to anonymously report  suspected child abuse or safety violations at a military CDP or home"
6666,eligible patron,,True,False,"Patrons who qualify for CDP services, to include active duty Military Service  members, DoD civilian employees paid from APF and NAF, Reserve Component Military  Service members on inactive duty training, combat related wounded warriors, surviving spouses  of military members who died from a combat related incident, eligible employees of DoD  contractors, other Federal employees, and those acting in loco parentis of the aforementioned  eligible patronseligible employee of a DoD contractorAn employee of a DoD contractor or subcontractor, or  individual under contract or subcontract to DoD, who requires physical access to DoD facilities  at least two days out of a work week"
6667,facility-based program,,True,False,"Refers to child care that is provided within a building, structure, or other  improvement to real propertyDoes not include FCC homesFCCHome-based child care services that are provided for Military Service members, DoD  civilian employees, or eligible employees of a DoD contractor by an individual who is certified  by the Secretary of the Military Department or Director of the Defense Agency or DoD Field  Activity concerned as qualified to provide those services, and provides those services for 10  hours or more per week per child on a regular basis for compensationAlso referred to as family  home day care, family home care, child development homes, and family day careFCC administratorDoD civilian employees or contract personnel, either APF or NAF, who are  responsible for FCC program management, training, inspections, and other services to assist  FCC providersIncludes program directors, monitors, outreach workers, United States  Department of Agriculture (USDA) CACFP monitors, and administrative personnelFCC providerAn individual 18 years of age or older who provides child care for 10 hours or  more per week per child on a regular basis in his or her home with the approval and certification  of the commanding officer, and has responsibility for planning and carrying out a program that   ""meets the children's needs at their various stages of development and growth"",    61   family memberFor a Military Service member, the members spouse or unmarried dependent  child, or an unmarried dependent child of the members spouseFor an eligible DoD civilian  employee or eligible employee of a DoD contractor, the employees spouse or same-sex  domestic partner, or unmarried dependent child of the employee, employees spouse, or the  employees same-sex domestic partner"
6668,financial hardship,,True,False,"A severe hardship resulting from, but not limited to: sudden and unexpected  illness or accident of the spouse or the same-sex domestic partner of an eligible DoD Civilian  employee; loss of the spouses or eligible DoD Civilians same-sex domestic partners  employment or wages; property damage not covered by insurance; extraordinary and  unforeseeable circumstances arising as a result of events beyond the control of the patron"
6669,full-day care,,True,False,"This care meets the needs of parents working outside the home who require child  care services 6 hours or more per day on a regular basis, usually at least 4 days per week"
6670,hourly care,,True,False,Care provided in a CDP that meets the needs of parents requiring short-term child  care services on an intermittent basisHourly care includes on-site group care
6671,infant,,True,False,"A child, aged birth through 12 months"
6672,62   military installation,,True,False,Defined in part 2383 of Reference (y)
6673,mixed-age group,,True,False,A group of children that includes children from more than one age group
6674,multidisciplinary inspection team,,True,False,"An inspection team led by a representative of the installation  commander with authority to verify compliance with standardsNAFFunds derived from CDP fees paid by eligible patronsNAF employeesCivilian employees hired by DoD Components and compensated from NAFI   fundsIncludes temporary employees, 18 years or olderNAF employeesCivilian employees hired by DoD Components and compensated from NAFI  funds)Includes temporary employees, 18 years or older"
6675,off-site group care,,True,False,An option which provides child care on an occasional rather than a daily  basis and allows on-site hourly group care when parents of children in care are attending  command functions in the same facility
6676,on-site group care,,True,False,A child care program that provides on-site hourly group child care when a  parent or guardian of the children in care are attending the same function and are in the same  facility
6677,operational hardship,,True,False,A programs inability to operate at full capacity due to documented  staffing shortages
6678,parent board,,True,False,"A group established pursuant to 10 USC1783 and 1795 comprised of parents  who are also Military Service members, retired Military Service members, or spouses of Military  Service members or retired Military Service members of children attending DoD CDPs,  including FCCThis board shall act in an advisory capacity, providing recommendations for  improving servicesThe board shall meet periodically with staff of the CDPThe board, with  the advice of the program staff, shall be responsible for developing and overseeing the  implementation of the parent participation program in accordance with 10 USC1795"
6679,parent participation plan,,True,False,"A planned group of activities and projects established by the Parent  Board to encourage parents to volunteer in CDPs, including special events and activities (such as  field trips, holiday events, and special curriculum programs), small group activities, special  projects (such as playground improvement, procurement of equipment, and administrative aid),      63   and parent education programs and training workshops to include child abuse prevention  education for parents"
6680,part-day care,,True,False,"This care meets the needs of parents working outside the home who require child  care services on a seasonal or regularly scheduled part-day basis for fewer than 6 hours per day,  usually fewer than 4 days per week"
6681,post-secondary educational program,,True,False,"Any educational program conducted by an adult education  entity to include colleges and universities, career/technical schools, vocational/trade schools,  formal apprenticeship programs, or pursuit of a General Education Development (GED)"
6682,preschool-age,,True,False,Children 36 months through 5 years of age
6683,pre-toddler,,True,False,A child 13 months through 24 months of age
6684,qualifying children,,True,False,Children of an eligible patron or their spouse or the same-sex domestic  partner of eligible DoD civilian employees
6685,resource and referral,,True,False,A service that provides information about child care services on and off  the installation to meet patrons child care needs and maximize use of available sources of child  care
6686,respite child care,,True,False,"Care for children that provides a parent or guardian temporary respite from  their role as a primary caregiverSACEither facility-based or home-based care for children ages 6-12, or those attending  kindergarten, who require supervision before and after school, or during duty hours, school  holidays, or school closures"
6687,same-sex domestic partner,,True,False,"A person in a same-sex domestic partnership with a uniformed  service member, civilian employee or employee of a DoD contractor of the same-sex"
6688,same-sex domestic partnership,,True,False,"A committed relationship between two adults of the same-sex in  which the partners:     "" Are each other's sole same-sex domestic partner and intend to remain so indefinitely;  "",   Are not married (legally or by common law) to, joined in civil union with, or in a same-sex  domestic partnership with anyone else;      Are at least 18 years of age and mentally competent to consent to contract;     "" Share responsibility for a significant measure of each other's common welfare and financial "",obligations;        64    Are not related in a way that, if they were of opposite sex, would prohibit legal marriage in  the state or USjurisdiction in which they reside; and,     Maintain a common residence and intend to continue the arrangement (or would maintain a  common residence but for the requirements of military service, an assignment abroad, or other  employment-related, financial, or similar obstacle)"
6689,school-age children,,True,False,"Children aged 6 years through 12, or attending kindergarten through sixth  grade, enrolled in a SAC program"
6690,screen time,,True,False,"Time spent watching television, playing video games, or on the computer"
6691,staff:child ratio,,True,False,"The number of children for whom individual caregiving personnel or FCC  providers shall be responsibleSIDSThe sudden, unexplained death of an infant younger than 1 year old"
6692,supplemental child care,,True,False,"Child care programs and services that augment and support CDC and  FCC programs to increase the availability of child care for military and DoD civilian employeesThese may include, but are not limited to, resource and referral services, contract-provided  services, short-term, hourly child care at alternative locations, and interagency initiatives"
6693,toddler,,True,False,"A child between the ages of 24 and 36 months of ageTFIIncludes all earned income including wages, salaries, tips, long-term disability benefits,  voluntary salary deferrals, basic allowance for housing Reserve Component/Transit (BAH RC/T)  and subsistence allowances and in-kind quarters and subsistence received by a Military Service  member, civilian employee, a spouse, or, in the case of an eligible DoD civilian employee, the      65   same-sex domestic partner, and anything else of value, even if not taxable, that was received for  providing servicesBAH RC/T and subsistence allowances mean the Basic Allowance for  Quarters and the Basic Allowance for Subsistence received by military personnel and civilian  personnel when provided (with respect to grade and status) and the value of meals and lodging  furnished in-kind to military personnel residing on military bases"
6694,training and curriculum specialist,,True,False,Personnel whose main responsibility is providing training and  oversight to other CDC and SAC employees
6695,unmet need,,True,False,The number of children whose parents cannot work outside the home because child  care is not available
6696,waiting list,,True,False,List of children waiting for a CDP space and whose parents have requested space in  a CDP and none is available
6697,working spouse,,True,False,"A spouse who is hired for a wage, salary, fee, or payment to perform work for  an employer; or a spouse who works for oneself as a freelancer or the owner of a business rather  than for an employerIn all cases, work may be performed in or out of the homeFor the  purpose of this instruction, a spouse who is working 30 hours per week or 100 hours per month,  or a spouse working less than 30 hours per week or 100 hours per month and enrolled in a post-  secondary educational institution will be considered a full-time working spouse\tINSTRUCTION'"
6698,teenage,,True,False,The age of a youth between 13-18 years old
6699,teen employees,,True,False,"Paid teenage employees, ages 16-18, who are still attending secondary schoolTotal ForceDefined in DoDD 512410"
6700,volunteer activity,,True,False,An activity where an individual provides assistance on an unpaid basis in  YPs or other programs on DoD installations
6701,youth,,True,False,A person between 5 and 18 years of age participating in YPsYouth is inclusive of  children 5-12 years of age and teens 13-18 years of age
6702,youth director,,True,False,"A YP employee who is responsible for the management, direction,  coordination, and evaluation of the installations YP and applies principles and techniques of  youth programming"
6703,youth sponsorship program,,True,False,"A collaborative system or process between installation,  community, and school support resources for eligible youth to ease transition into a new  community"
6704,youth with special needs,,True,False,"Includes youth with or at risk of disabilities, chronic illnesses, and  physical, developmental, behavioral, or emotional conditions that require health and related  services of a type or amount beyond that required by youth in generalThese youth may have an  existing individualized education program, Section 504 Plan, or IAT accommodation plan or  receive one after registration into a DoD CYPYPA comprehensive series of planned and self-directed activities and events responding to the  recreational, developmental, social, physiological, psychological, cultural, and educational needs  of eligible youthThese activities support the acquisition of lifelong skills and facilitate  transition to adulthoodYPs are offered within a physically and emotionally safe environment  that includes appropriately trained support staff in designated facilities and locationsYP staffAll paid personnel working in YPs, regardless of whether they are paid with  nonappropriated funds or appropriated fundsYSFPOrganized programs offered in a variety of settings including, but not limited to, leagues,  camps, clinics, or instructional class formats to enhance the emotional, physical, social, and  educational well-being of participants"
6705,other self-care products,,True,False,Products voluntarily introduced into the body that are not defined  strictly as food or dietary supplementsExamples include functional foods (any healthy food  claimed to have a health-promoting or disease-preventing property beyond the basic function of  supplying nutrients) and transdermal air- and sea-sickness and testosterone patches
6706,zoonotic disease,,True,False,Diseases transmissible under natural conditions between vertebrate animals  and humans
6707,special duty physicals,,True,False,"Examinations which, because of the individuals military occupation  (eg, divers, aviators), are required"
6708,trained health care personnel,,True,False,"Health care personnel who have received PHA program- specific trainingUSPreventive Services Task ForceAn independent, volunteer panel of national public  health experts in prevention and evidenced-based medicineThe Task Force makes  recommendations such as screenings, counseling services, and preventive medications as a  means to improve the health of all Americans"
6709,scope of practice,,True,False,"A range of procedures, actions, and processes that a health care provider in a  given profession, and specialty if applicable, would generally be considered qualified to perform  as a result of education, training, experience, and license"
6710,scope of privilege,,True,False,"A specified range of clinical procedures, actions, and processes that a DoD  health care provider has been granted authority by his or her Military Department or by the  Defense Health Agency to perform"
6711,child sexual abuse,,True,False,"The employment, use, persuasion, inducement, enticement, or coercion of  any child to engage in, or assist any other person to engage in, any sexually explicit conduct or  simulation of such conduct for the purpose of producing a visual depiction of such conduct; or  the rape, and in cases of caretaker or inter-familial relationships, statutory rape, molestation,  prostitution, or other form of sexual exploitation of children, or incest with childrenChange 1, 04/03/2017 12 GLOSSARY   DoD-sanctioned activityA USGovernment activity or a nongovernmental activity authorized  by appropriate DoD officials to perform child care or supervisory functions on DoD controlled  propertyThe care and supervision of children may be either its primary mission or incidental in  carrying out another mission (eg, medical care)Examples include Child Development Centers,  Department of Defense Dependents Schools, Youth Activities, School Age/Latch Key Programs,  Family Day Care providers, and child care activities that may be conducted as a part of a  chaplains program or as part of another Morale, Welfare, or Recreation ProgramFACATDefined in Reference (d)FAPDAn individual designated by the Secretary of the Military Department or the head of  another DoD Component to manage, monitor, and coordinate the FAP at the headquarters levelFAPMDefined in Reference (d)MCIOUSArmy Criminal Investigation Command, Naval Criminal Investigative Service, and  Air Force Office of Special Investigations"
